Species,Scientific Name, Common Name,Sex,N,Mean,S.D.,Min,Max, Season,Location ,Source #
Kupeornis rufocinctus,Kupeornis rufocinctus,Red-collared Mountain-Babbler,U,1,47,,,,,central Africa,79
Parophasma galinieri,Parophasma galinieri,Abyssinian Catbird,U,1,21.5,, , ,,Ethiopia,1243a
Phyllanthus atripennis,Phyllanthus atripennis,Capuchin Babbler,M,7,79.6,,75,90,,Uganda,396
Phyllanthus atripennis,Phyllanthus atripennis,Capuchin Babbler,F,3,92,,86,96,,,
Heterophasia annectens,Heterophasia annectens,Rufous-backed Sibia,B,2,24.5,,24.2,24.8,,Thailand,787
Heterophasia capistrata,Heterophasia capistrata,Rufous Sibia,U,15,39.4,,28,45,,India,7
Heterophasia gracilis,Heterophasia gracilis,Gray Sibia,U,,,,34,42,,India,7
Heterophasia melanoleuca,Heterophasia melanoleuca,Black-backed Sibia,B,11,32.6,2.2,30.5,36.4,,Thailand,787
Heterophasia auricularis,Heterophasia auricularis,White-eared Sibia,U,,,,36,48.5,,Taiwan,834
Heterophasia pulchella,Heterophasia pulchella,Beautiful Sibia,U,,,,35,47,,India,7
Heterophasia picaoides,Heterophasia picaoides,Long-tailed Sibia,U,29,42.4,,35,49,,Malaysia,775
Yuhina castaniceps,Yuhina castaniceps,Striated Yuhina,M,4,11.8,,11,12,,India,7
Yuhina everetti,Yuhina everetti,Chestnut-crested Yuhina,M,2,12.1,,11,13.2,,"Borneo, Malaysia",1148
Yuhina bakeri,Yuhina bakeri,White-naped Yuhina,U,4,,,14,21,,India,7
Yuhina flavicollis,Yuhina flavicollis,Whiskered Yuhina,B,35,,,13,22,, ,7
Yuhina gularis,Yuhina gularis,Stripe-throated Yuhina,B,18,,,18,24,, ,7
Yuhina occipitalis,Yuhina occipitalis,Rufous-vented Yuhina,B,4,13,,12,16,, ,7
Yuhina brunneiceps,Yuhina brunneiceps,Taiwan Yuhina,M,13,12.8, , , ,,Taiwan,1360
Yuhina brunneiceps,Yuhina brunneiceps,Taiwan Yuhina,F,14,12.2, ,,,,,
Yuhina nigrimenta,Yuhina nigrimenta,Black-chinned Yuhina,B,6,9.5,,8,11,, ,7
Yuhina zantholeuca,Yuhina zantholeuca,White-bellied Yuhina,B,6,11.8,,8,17,, ,7
Myzornis pyrrhoura,Myzornis pyrrhoura,Fire-tailed Myzornis,B,4,11.9,,11,13,, ,7
Oxylabes madagascariensis,Oxylabes madagascariensis,White-throated Oxylabes,U,41,23.3,3.5,9.5,30,,Madagascar,957
Crossleyia xanthophrys,Crossleyia xanthophrys,Yellow-browed Oxylabes,U,7,19.9,,15.5,22.5,,Madagascar,957
Mystacornis crossleyi,Mystacornis crossleyi,Crossley's Babbler,U,15,24.5,1.8,21.5,28.5,,Madagascar,957
Pomatostomus isidorei,Pomatostomus isidorei,New Guinea Babbler,U,11,70,,,,,New Guinea,61
Pomatostomus temporalis,Pomatostomus temporalis,Gray-crowned Babbler,B,321,75,4.9,,,,"Queensland, Australia",418
Pomatostomus superciliosus,Pomatostomus superciliosus,White-browed Babbler,U,12,40.4,4,34.4,46,,South Australia,518
Pomatostomus superciliosus,Pomatostomus superciliosus,White-browed Babbler,U,15,39.5,2.4,35.8,43,,"Victoria, Australia",518
Pomatostomus superciliosus,Pomatostomus superciliosus,White-browed Babbler,M,13,44.4,1.8,42,49.2,,Western Australia,518
Pomatostomus superciliosus,Pomatostomus superciliosus,White-browed Babbler,F,35,42,3,37.5,50.2,,,
Pomatostomus halli,Pomatostomus halli,Hall's Babbler,B,14,41.8,1.3,40,44,,"Queensland, Australia",518
Pomatostomus ruficeps,Pomatostomus ruficeps,Chestnut-crowned Babbler,U,124,57.8,,47,71,,South Australia,518
Mirafra passerina,Mirafra passerina,Monotonous Lark,B,10,24.7,,21,27.5,, ,623
Mirafra cantillans,Mirafra cantillans,Singing Lark,M,24,18.6,1.5,,,,Senegal,623
Mirafra cantillans,Mirafra cantillans,Singing Lark,F,9,18.8,1.4,,,,,
Mirafra javanica,Mirafra javanica,Australasian Lark,B,37,23,1.3,20.5,25.8,,Australia,470
Mirafra albicauda,Mirafra albicauda,White-tailed Lark,B,4,22.2,,20,25,,,623
Mirafra hova,Mirafra hova,Madagascar Lark,U,9,18.9,,17,23,,Madagascar,957
Mirafra pulpa ,Mirafra pulpa,Friedmann's Lark,U,3,21.9,,21.2,23.1,,Kenya,623
Mirafra hypermetra,Mirafra hypermetra,Red-winged Lark,U,2,61.4,,55,67.9,,Somalia; Kenya,623
Mirafra somalica,Mirafra somalica,Somali Long-billed Lark,U,3,46.6,,43.6,50.2,,,623
Mirafra ashi,Mirafra ashi,Ash's Lark,U,6,36.8,,31.3,41.9,,Somalia,623
Mirafra angolensis,Mirafra angolensis,Angola Lark,M,12,38.8,,35,42,,,623
Mirafra angolensis,Mirafra angolensis,Angola Lark,F,11,33.8,,30,36.5,,,
Mirafra africana africana,Mirafra africana,Rufous-naped Lark,M,25,44,,41.3,47.5,, ,623
Mirafra africana africana,Mirafra africana,Rufous-naped Lark,F,12,40.3,,33,49,,,
Mirafra africana nigrescens,Mirafra africana,Rufous-naped Lark,M,8,51.9,,50,54.5,,,623
Mirafra africana nigrescens,Mirafra africana,Rufous-naped Lark,F,2,44.7,,44,45.5,,,
Mirafra rufocinnamomea,Mirafra rufocinnamomea,Flappet Lark,M,15,25.7,,21,30,, ,623
Mirafra rufocinnamomea,Mirafra rufocinnamomea,Flappet Lark,F,6,26.9,,21,32.4,,,
Mirafra apiata,Mirafra apiata,Cape Clapper Lark,M,32,29,,24,44,, ,623
Mirafra apiata,Mirafra apiata,Cape Clapper Lark,F,10,24.9,,23,27,,,
Mirafra fasciolata,Mirafra fasciolata,Eastern Clapper Lark,U,,,,26,44,,,275
Mirafra erythroptera,Mirafra erythroptera,Indian Bushlark,U,13,21.3,,17,27,,India,7
Mirafra gilletti,Mirafra gilletti,Gillett's Lark,B,13,22.4,,20.1,26.1,,,623
Mirafra assamica,Mirafra assamica,Rufous-winged Lark,B,11,26.2,,20,30,,India,7
Calendulalauda africanoides,Calendulalauda africanoides,Fawn-colored Lark,B,45,23.4,,20.5,30,,,623
Calendulalauda alopex,Calendulalauda alopex,Foxy Lark,U,,24,,,,,estimated,275
Calendulalauda poecilosterna,Calendulalauda poecilosterna,Pink-breasted Lark,U,5,24.7,,23.5,26.4,,Somalia; Kenya,623
Calendulalauda sabota,Calendulalauda sabota,Sabota Lark,B,87,24.7,,21,31,, ,623
Calendulalauda erythrochlamys,Calendulalauda erythrochlamys,Dune Lark,M,8,29.4,,26.3,33.1,,Namibia,623
Calendulalauda erythrochlamys,Calendulalauda erythrochlamys,Dune Lark,F,10,26.8,,24.8,28.9,,,
Calendulalauda albescens,Calendulalauda albescens,Karoo Lark,B,7,30.4,,27,35,,South Africa,623
Calendulalauda barlowi,Calendulalauda barlowi,Barlow's Lark,M,,,,27,36,,,275
Calendulalauda barlowi,Calendulalauda barlowi,Barlow's Lark,F,,,,25,31,,,
Calendulalauda burra,Calendulalauda burra,Ferruginous Lark,M,7,40.5,,38.5,43,,South Africa,623
Calendulalauda burra,Calendulalauda burra,Ferruginous Lark,F,4,34.5,,32,38,,,
Pinarocorys erythropygia,Pinarocorys erythropygia,Rufous-rumped Lark,M,1,30.1,,,,,,623
Pinarocorys nigricans,Pinarocorys nigricans,Dusky Lark,M,7,39.7,,30,46,,,623
Pinarocorys nigricans,Pinarocorys nigricans,Dusky Lark,F,8,36.6,,31,41,,,
Heteromirafra  sidamoensis,Heteromirafra,Sidamo Lark,M,1,30.2,,,,,Ethiopia,623
Heteromirafra ruddi,Heteromirafra ruddi,Rudd's Lark,F,2,26.6,,26,27.2,,,623
Certhilauda curvirostris,Certhilauda curvirostris,Cape Lark,B,9,41.9,,31,53,,,"266, 623"
Certhilauda brevirostris,Certhilauda brevirostris,Algulhas Lark,U,,,,35,48,,,275
Certhilauda semitorquata,Certhilauda semitorquata,Eastern Long-billed Lark,U,,,,30,48,,,275
Certhilauda subcoronata,Certhilauda subcoronata,Karoo Long-billed Lark,M,1,45,,,,,Angola,1143
Certhilauda subcoronata,Certhilauda subcoronata,Karoo Long-billed Lark,F,1,35,,,,,,
Certhilauda benguelensis,Certhilauda benguelensis,Benguela Lark,U,,,,35,53,,,275
Certhilauda chuana,Certhilauda chuana,Short-clawed Lark,M,1,44.1,,,,,,623
Chersomanes beesleyi,Chersomanes beesleyi,Beesley's Lark ,M, ,27,, , ,, ,275
Chersomanes beesleyi,Chersomanes beesleyi,Beesley's Lark ,F, ,22,, , ,,,
Chersomanes albofasciata,Chersomanes albofasciata,Spike-heeled Lark,M,14,26.7,,22.5,34,, ,623
Chersomanes albofasciata,Chersomanes albofasciata,Spike-heeled Lark,F,7,22.7,,19.5,27,,,
Eremopterix australis,Eremopterix australis,Black-eared Sparrow-Lark,B,8,14.2,,12,15,,,623
Eremopterix leucotis,Eremopterix leucotis,Chestnut-backed Sparrow-Lark,U,8,16.4,,12.3,23.8,,South Africa; Nigeria,"509, 623"
Eremopterix nigriceps,Eremopterix nigriceps,Black-crowned Sparrow-Lark,B,4,,,12,16,,Niger; Chad,223
Eremopterix verticalis,Eremopterix verticalis,Gray-backed Sparrow-Lark,B,57,17,,12.5,21.2,, ,623
Eremopterix signatus,Eremopterix signatus,Chestnut-headed Sparrow-Lark,B,3,15.7,,15,16,,,623
Eremopterix leucopareia,Eremopterix leucopareia,Fischer's Sparrow-Lark,U,12,14.5,0.7,12.6,15.4,,Kenya,1052
Eremopterix griseus,Eremopterix griseus,Ashy-crowned Sparrow-Lark,U,11,16,,14,18,,India,7
Ammomanes cinctura,Ammomanes cinctura,Bar-tailed Lark,B,14,,,14,23.5,,Algeria; Niger; Chad,223
Ammomanes phoenicura,Ammomanes phoenicura,Rufous-tailed Lark,B,4,25.6,,23,28.5,,India,7
Ammomanes deserti,Ammomanes deserti,Desert Lark,B,7,23.8,,20,26.6,, ,623
Ammomanes grayi,Ammomanes grayi,Gray's Lark,M,37,22.7,,19.3,26.5,,,623
Ammomanes grayi,Ammomanes grayi,Gray's Lark,F,35,20.2,,17.5,23,,,
Alaemon alaudipes,Alaemon alaudipes,Greater Hoopoe-Lark,M,9,47.2,,39,51,,North Africa; Afghanistan,223
Alaemon alaudipes,Alaemon alaudipes,Greater Hoopoe-Lark,F,4,40.5,,30,47,,Saudi Arabia,
Ramphocoris clotbey,Ramphocoris clotbey,Thick-billed Lark,M,2,53.5,,52,55,,Algeria,223
Ramphocoris clotbey,Ramphocoris clotbey,Thick-billed Lark,F,2,45,,45,45,,,
Melanocorypha calandra calandra,Melanocorypha calandra,Calandra Lark,B,24,61.6,,44.2,73,,,223
Melanocorypha bimaculata,Melanocorypha bimaculata,Bimaculated Lark,B,20,54.1,,48,62,,,223
Melanocorypha maxima,Melanocorypha maxima,Tibetan Lark,U,,75,,,,,,275
Melanocorypha mongolica,Melanocorypha mongolica,Mongolian Lark,M,16,59.4,3.2,54,65,,Mongolia ,927
Melanocorypha mongolica,Melanocorypha mongolica,Mongolian Lark,F,4,49,,45,54,,,
Melanocorypha leucoptera,Melanocorypha leucoptera,White-winged Lark,B,24,45.3,,36,52,,former USSR,223
Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,Black Lark,M,44,63.7,,56,76,,former USSR,223
Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,Black Lark,F,20,56.4,,51,68,,,
Calandrella brachydactyla,Calandrella brachydactyla,Greater Short-toed Lark,U,22, ,,16,24,Sp,Morocco,223
Calandrella brachydactyla longipennis,Calandrella brachydactyla,Greater Short-toed Lark,M,23,22.3,,19,25,,Afghanistan,7
Calandrella brachydactyla longipennis,Calandrella brachydactyla,Greater Short-toed Lark,F,9,19.9,,19,22,,,
Calandrella acutirostris,Calandrella acutirostris,Hume's Lark,M,11,,,19,23,,Afghanistan,7
Calandrella acutirostris,Calandrella acutirostris,Hume's Lark,F,7,,,18,21,,,
Calandrella rufescens,Calandrella rufescens,Lesser Short-toed Lark,B,43,24.1,2.2,16,27,,Mongolia ,927
Calandrella cinerea,Calandrella cinerea,Red-capped Lark,B,33,23.7,,20,26.3, , ,623
Calandrella cheleensis,Calandrella cheleensis,Asian Short-toed Lark,B,15,22.2,,20,24,,"Hopei, China",1087
Calandrella raytal,Calandrella raytal,Sand Lark,M,3,,,18,19,,India,7
Spizocorys conirostris,Spizocorys conirostris,Pink-billed Lark,B,24,14.3,,12,16.5,,,623
Spizocorys fringillaris,Spizocorys fringillaris,Botha's Lark,M,6,17.9,,15.7,19.2,B,South Africa,510
Spizocorys fringillaris,Spizocorys fringillaris,Botha's Lark,F,3,20.5,,20.2,21,,,
Spizocorys sclateri,Spizocorys sclateri,Sclater's Lark,U,2,19,,17,21,,,623
Spizocorys obbiensis,Spizocorys obbiensis,Obbia Lark,M,5,14.8,,13.7,15.6,,,623
Spizocorys obbiensis,Spizocorys obbiensis,Obbia Lark,F,1,12.3,,,,,,
Spizocorys personata,Spizocorys personata,Masked Lark,U,1,19.7,,,,,,623
Eremalauda dunni,Eremalauda dunni,Dunn's Lark,U,16,20.5,,,,,Arabian Desert,1223
Eremalauda starki,Eremalauda starki,Stark's Lark,B,70,18.5,,15.5,22.5,,,623
Chersophilus duponti,Chersophilus duponti,Dupont's Lark,U,33,39.4,3.2,32,47,,Spain,223
Galerida cristata magna,Galerida cristata,Crested Lark,M,18,39,,31,43,,Afghanistan,7
Galerida cristata magna,Galerida cristata,Crested Lark,F,9,41.9,,37,51,,,
Galerida cristata macrorhyncha,Galerida cristata,Crested Lark,M,16,,,37,42,,,623
Galerida cristata macrorhyncha,Galerida cristata,Crested Lark,F,8,47.6,,44,54,,,
Galerida thekla,Galerida thekla,Thekla Lark,U,23,36.8,,34,41,,Spain,223
Galerida thekla superflua,Galerida thekla,Thekla Lark,M,21,39.6,,33,43,,,623
Galerida modesta ,Galerida modesta,Sun Lark,B,9,20.2,,18,22.2,,,"623, 777"
Galerida deva,Galerida deva,Tawny Lark,B,5,,,18,22,,India,7
Galerida magnirostris,Galerida magnirostris,Long-billed Lark,B,7,41.6,,35,48,,,623
Pseudalaemon fremantlii,Pseudalaemon fremantlii,Short-tailed Lark,M,5,25,,23,26,,,623
Pseudalaemon fremantlii,Pseudalaemon fremantlii,Short-tailed Lark,F,4,21.9,,20.5,25,,,
Lullula arborea,Lullula arborea,Wood Lark,B,961,26.9,,23,32,,former USSR,223
Alauda arvensis,Alauda arvensis,Sky Lark,M,102,42.7,4.7,32,51,F,Great Britain,223
Alauda arvensis,Alauda arvensis,Sky Lark,F,286,37.2,3.6,29,47,,,
Alauda arvensis,Alauda arvensis,Sky Lark,M,75,37,,27,45,,"Hopei, China",1087
Alauda arvensis,Alauda arvensis,Sky Lark,F,30,33,,29,38,,,
Alauda gulgula,Alauda gulgula,Oriental Skylark,B,17,26.3,,24,30,B,Afghanistan,223
Alauda razae,Alauda razae,Razo Skylark,M, ,24,,,,,,275
Alauda razae,Alauda razae,Razo Skylark,F, ,20,,,,,,
Eremophila alpestris ,Eremophila alpestris,Horned Lark,B,25,32.2,,,,B,"Texas, USA",1303
Eremophila alpestris,Eremophila alpestris,Horned Lark,B,21,30.2,,,,B,"Washington, USA",1303
Eremophila alpestris flava,Eremophila alpestris,Horned Lark,M,16,39.9,,36,45,W,Germany,623
Eremophila alpestris flava,Eremophila alpestris,Horned Lark,F,21,36.9,,30,44,,,
Eremophila alpestris brandti,Eremophila alpestris,Horned Lark,M,22,32.4, ,27,40,,Mongolia,927
Eremophila alpestris brandti,Eremophila alpestris,Horned Lark,F,12,29.6, ,27,32,,,
Eremophila bilopha,Eremophila bilopha,Temminck's Lark,M,2,38.5,,38,39,F,Algeria,223
Progne tapera,Progne tapera,Brown-chested Martin,B,36,32,,27.5,36, ,Suriname,498
Progne subis,Progne subis,Purple Martin,M,89,53.5,3.8,,,,"Texas, USA",133a
Progne subis,Progne subis,Purple Martin,F,98,54.1,4.8,,,,,
Progne cryptoleuca,Progne cryptoleuca,Cuban Martin,M,1,46,,,,,Cuba,19
Progne dominicensis,Progne dominicensis,Caribbean Martin,U,5,39.6,,38,42, ,Trinidad,359
Progne sinaloae,Progne sinaloae,Sinaloa Martin,B,3,42.6,,42,43.7,,Mexico,1153
Progne chalybea,Progne chalybea,Gray-breasted Martin,U,115,42.9,,36,48,,Trinidad,359
Progne chalybea,Progne chalybea,Gray-breasted Martin,B,26,39.9,,32,45.5,,Suriname,498
Progne elegans,Progne elegans,Southern Martin,B,8,50.6,,46,54.5,,Suriname,498
Tachycineta bicolor,Tachycineta bicolor,Tree Swallow,B,308,21.2, ,17,25.5,B, ,1003
Tachycineta albilinea,Tachycineta albilinea,Mangrove Swallow,B,22,16.7,,15,18,,Suriname,498
Tachycineta stolzmanni,Tachycineta stolzmanni,Tumbes Swallow,B,6,11.3,,,,,Ecuador,995
Tachycineta albiventer,Tachycineta albiventer,White-winged Swallow,U,6,17.7,,14,21,,,"64, 496, 613, 1233"
Tachycineta leucorrhoa,Tachycineta leucorrhoa,White-rumped Swallow,U,24,15.3,,12.8,18.4,,Argentina,210
Tachycineta meyeni,Tachycineta meyeni,Chilean Swallow,M,21,14.9,0.6,14,16,,Chile ,328
Tachycineta thalassina,Tachycineta thalassina,Violet-green Swallow,M,16,14.4,,13,16.3,Sp,"California, USA",201
Tachycineta thalassina,Tachycineta thalassina,Violet-green Swallow,F,15,13.9,,12.5,15.2,,,
Tachycineta cyaneoviridis,Tachycineta cyaneoviridis,Bahama Swallow,B,8,17.5,,16.3,19.5,,Bahamas,1159
Pygochelidon cyanoleuca,Pygochelidon cyanoleuca,Blue-and-white Swallow,U,21,9.7,0.6,8.5,10.8,,Venezuela,1215
Notiochelidon murina,Notiochelidon murina,Brown-bellied Swallow,B,14,11.7,, , ,,Bolivia,963
Notiochelidon flavipes,Notiochelidon flavipes,Pale-footed Swallow,B,11,9.8,,8.8,11.1,,Peru; Ecuador,"900, 1154"
Notiochelidon pileata,Notiochelidon pileata,Black-capped Swallow,B,5,12.2,,12,13,,Guatemala; El Salvador,"1041a, 1145"
Atticora fasciata,Atticora fasciata,White-banded Swallow,U,10,13,,10.5,14,,Ecuador; Venezuela,"1154, 1308"
Atticora melanoleuca,Atticora melanoleuca,Black-collared Swallow,B,8,10.8,,9.7,12.4,,Suriname,498
Neochelidon tibialis,Neochelidon tibialis,White-thighed Swallow,U,12,10.6,1.7,8.5,14,,Panama; Ecuador,"615, 1154, 1180"
Stelgidopteryx andecola,Stelgidopteryx andecola,Andean Swallow,U,,17,,14,19,,,1233
Stelgidopteryx fucata,Stelgidopteryx fucata,Tawny-headed Swallow,U,,,,13,15,,,1233
Stelgidopteryx serripennis,Stelgidopteryx serripennis,Northern Rough-winged Swallow,B,47,15.9,0.6,10.3,18.3,Sp,"Pennsylvania, USA",193
Stelgidopteryx serripennis ridgwayi,Stelgidopteryx serripennis,Northern Rough-winged Swallow,B,6,15.5,,14.8,16.2,,"Yucatan, Mexico",910a
Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,Southern Rough-winged Swallow ,U,25,16.1,1.4,14,19,,Brazil,752
Cheramoeca leucosternus,Cheramoeca leucosternus,White-backed Swallow,B,16,14.1,,11,17,,Australia,518a
Riparia riparia,Riparia riparia,Bank Swallow,M,698,13,0.8,10.9,16.4, ,"California, USA",405
Riparia riparia,Riparia riparia,Bank Swallow,F,1013,13.9,1.3,11.1,18.8,,,
Riparia riparia riparia,Riparia riparia,Bank Swallow,U,225,11.3, ,8.9,17.3,Sp ,Morocco,623
Riparia paludicola,Riparia paludicola,Plain Martin,U,111,13.5, ,11,16, , ,623
Riparia cincta,Riparia cincta,Banded Martin,M,4,22.3,,20.5,24.5,,southern Africa,623
Riparia cincta,Riparia cincta,Banded Martin,F,5,24.6,,22,28.7,,,
Phedina borbonica,Phedina borbonica,Mascarene Martin,U,19,23.9,1.8,20.9,25.8,,Mauritius,183
Phedina borbonica madagascariensis,Phedina borbonica,Mascarene Martin,B,8,20.6,,19.5,22.5,,Madagascar,957
Phedina brazzae,Phedina brazzae,Brazza's Martin,U,,13,,,,,,1233
Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Cliff Swallow,B,88,21.6,2,17.5,26.7,B,"California, USA",314
Petrochelidon rufocollaris ,Petrochelidon rufocollaris,Chestnut-collared Swallow,U,,,,14,18,,,275
Petrochelidon fulva pallida,Petrochelidon fulva,Cave Swallow,B,4388,24.2,, , , ,"New Mexico, USA",1291
Petrochelidon fulva citata,Petrochelidon fulva,Cave Swallow,B,20,17.8,,,,,"Yucatan, Mexico",1291
Petrochelidon fulva ,Petrochelidon fulva,Cave Swallow,B,23,15.8,1.1,14.4,19.5,,Jamaica; Puerto Rico,19
Hirundo griseopyga,Hirundo griseopyga,Gray-rumped Swallow,M,10,10.6,,9,12.5,,southern Africa,623
Hirundo griseopyga,Hirundo griseopyga,Gray-rumped Swallow,F,11,9.8,,7.7,11.5,,,
Hirundo rupestris,Hirundo rupestris,Eurasian Crag-Martin,U,1300,20.4,,17.7,33,,Gibraltar,623
Hirundo obsoleta ,Hirundo obsoleta,Pale Crag-Martin,U,3,10.2,,9,11,,Iran; central Africa,"852, 1143"
Hirundo fuligula,Hirundo fuligula,Rock Martin,U,20,21.1,,18.5,23.6,,,623
Hirundo concolor,Hirundo concolor,Dusky Crag-Martin,U,4,,,12,14,,India ,7
Hirundo rustica,Hirundo rustica,Barn Swallow,M,1337,16.2,,12.1,28.2,Sp,Morocco,20
Hirundo rustica,Hirundo rustica,Barn Swallow,F,994,15.8,,11,24.8,,,
Hirundo rustica ,Hirundo rustica,Barn Swallow,M,106,18.1,1.1,,,,"Nebraska, USA",135
Hirundo rustica ,Hirundo rustica,Barn Swallow,F,130,19.2,1.5,,,,,
Hirundo rustica rustica,Hirundo rustica,Barn Swallow,B,16,18.2,,16,22,,Afghanistan,7
Hirundo rustica ,Hirundo rustica,Barn Swallow,B,825,20.4,,11,30.5,,southern Africa,1036
Hirundo lucida,Hirundo lucida,Red-chested Swallow,U,,,,12,14,,,1233
Hirundo aethiopica,Hirundo aethiopica,Ethiopian Swallow,U,126,13.3,,11,17,,Chad; Ethiopia,623
Hirundo angolensis,Hirundo angolensis,Angola Swallow,U,9,17.8,,15.7,19,,Zambia,301
Hirundo albigularis,Hirundo albigularis,White-throated Swallow,B,17,21.8,,19,29,,,623
Hirundo tahitica,Hirundo tahitica,Pacific Swallow,B,12,17.8,0.6,17,19,,Fiji,1196c
Hirundo neoxena,Hirundo neoxena,Welcome Swallow,U,11,14.7,0.9,13.2,16,,"Victoria, Australia",518a
Hirundo smithii,Hirundo smithii,Wire-tailed Swallow,U,195,12.4,,10,15,,Ethiopia,623
Hirundo nigrita,Hirundo nigrita,White-throated Blue Swallow,B,9,18.3,,15.5,22,,Angola; Liberia; Gabon,623
Hirundo nigrorufa,Hirundo nigrorufa,Black-and-rufous Swallow,B,2,14.2,,14,14.5,,Angola,623
Hirundo atrocaerulea,Hirundo atrocaerulea,Blue Swallow,B,9,13.8,,13,15,,Zambia; South Africa;,"301, 1036"
Hirundo megaensis,Hirundo megaensis,White-tailed Swallow,M,1,11,,,,,,623
Hirundo dimidiata,Hirundo dimidiata,Pearl-breasted Swallow,U,11,12.1,,10,13.8,,,623
Hirundo cucullata,Hirundo cucullata,Greater Striped-Swallow,B,47,27.1,,21,31,,southern Africa,623
Hirundo abyssinica,Hirundo abyssinica,Lesser Striped-Swallow,B,6, ,,12.5,14.5,,Angola,266
Hirundo semirufa,Hirundo semirufa,Rufous-chested Swallow,B,50,30.1,,25,40,, ,623
Hirundo senegalensis,Hirundo senegalensis,Mosque Swallow,M,7,47.4,,41,51,,South Africa,623
Hirundo senegalensis,Hirundo senegalensis,Mosque Swallow,F,9,43.4,,38,47,,,
Hirundo daurica rufula,Hirundo daurica,Red-rumped Swallow,B,52,22.2,,19,29,B,Spain,623
Hirundo striolata,Hirundo striolata,Striolated Swallow,F,1,22,,,,,India,7
Hirundo preussi,Hirundo preussi,Preuss' Swallow,B,3,13.3,,12,14,,Cameroon,623
Hirundo rufigula,Hirundo rufigula,Red-throated Swallow,U,1,15.9,,,,,Angola,266
Hirundo spilodera,Hirundo spilodera,South African Swallow,B,1000,20.6,,16,26,,,623
Hirundo nigricans,Hirundo nigricans,Tree Martin,B,9,15.4,,14.2,17.4,,Australia,470
Hirundo fluvicola,Hirundo fluvicola,Streak-throated Swallow,U,14,9.7,,8,12,,India,7
Hirundo ariel,Hirundo ariel,Fairy Martin,M,193,10.7,0.6,9.1,13,B,"Victoria, Australia",518a
Hirundo ariel,Hirundo ariel,Fairy Martin,F,202,11,0.8,9.1,14.1,,,
Delichon urbicum,Delichon urbicum,House Martin,U,252,14.5,,10.3,19.8,Sp,Morocco,20
Delichon dasypus,Delichon dasypus,Asian Martin,U,,18,,,,,,1233
Delichon nipalensis,Delichon nipalensis,Nepal Martin,U,,,,14,16,,,1233
Psalidoprocne nitens,Psalidoprocne nitens,Square-tailed Sawwing,U,,9.8,,8.3,11,,,1233
Psalidoprocne fuliginosa,Psalidoprocne fuliginosa,Mountain Sawwing,B,25,12.2,,10.5,14,, ,623
Psalidoprocne albiceps,Psalidoprocne albiceps,White-headed Sawwing,M,17,11.7,,6,14,,Uganda,623
